manufactor,Year,Hand,Gear,capacity_Engine,Engine_type,Prev_ownership,Curr_ownership,Price,Km,model,Supply_score
הונדה,2014,3,אוטומטית,1800.0,בנזין,פרטית,פרטית,45000.0,158000.0,CIVIC,2802
טויוטה,2017,1,אוטומטית,1600.0,בנזין,חדש,פרטית,84000.0,102000.0,COROLLA,8332
רנו,2014,2,אוטומטית,1187.0,בנזין,פרטית,פרטית,32000.0,114800.0,CLIO,1743
קיה,2020,2,אוטומטית,1200.0,בנזין,פרטית,פרטית,52000.0,44000.0,PICANTO,7479
קיה,2016,1,אוטומטית,1200.0,בנזין,חדש,פרטית,28500.0,170000.0,PICANTO,12410
יונדאי,2017,2,אוטומטית,1400.0,בנזין,ליסינג,פרטית,50000.0,160000.0,I25,4261
מאזדה,2007,3,אוטומטית,2000.0,בנזין,פרטית,פרטית,25000.0,179000.0,MAZDA 5,2247
הונדה,2015,2,אוטומטית,1500.0,בנזין,פרטית,פרטית,60000.0,114000.0,CIVIC,2221
סוזוקי,2013,1,אוטומטית,1600.0,בנזין,חדש,פרטית,36000.0,160000.0,SX4,3593
מרצדס,2004,2,אוטומטית,5500.0,בנזין,פרטית,פרטית,55000.0,175000.0,S600,0
שברולט,2011,1,אוטומטית,1600.0,בנזין,חדש,פרטית,22000.0,150000.0,CRUZE,0
סקודה,2015,3,אוטומטית,1400.0,בנזין,פרטית,פרטית,52000.0,140000.0,OCTAVIA,6685
וולוו,2013,1,אוטומטית,1600.0,בנזין,חדש,פרטית,36000.0,197000.0,V40,0
יונדאי,2019,2,אוטומטית,1600.0,בנזין,פרטית,פרטית,95000.0,32424.0,ELANTRA,1747
רנו,2015,2,אוטומטית,1197.0,בנזין,פרטית,פרטית,19456.0,214000.0,CLIO,2154
יונדאי,2019,1,אוטומטית,1600.0,חשמלי,חדש,פרטית,95000.0,63000.0,IONIQ HYBRID,10528
טויוטה,2014,1,אוטומטית,1329.0,בנזין,חדש,פרטית,48000.0,89900.0,YARIS,2405
קיה,2020,2,אוטומטית,1248.0,בנזין,ליסינג,ליסינג,70000.0,83000.0,PICANTO,7479
טויוטה,2015,2,אוטומטית,1800.0,היברידי,פרטית,פרטית,56000.0,220000.0,AURIS,234
סוזוקי,2012,2,אוטומטית,1242.0,בנזין,פרטית,פרטית,31500.0,88000.0,SPLASH,1968
פולקסווגן,2011,3,אוטומטית,1400.0,בנזין,פרטית,פרטית,18500.0,187000.0,GOLF PLUS,149
סקודה,2017,1,אוטומטית,1395.0,בנזין,חדש,פרטית,92000.0,150000.0,NEW SUPERB,1884
אופל,2017,2,אוטומטית,1600.0,בנזין,ליסינג,ליסינג,66500.0,80000.0,INSIGNIA,83
סוזוקי,2015,1,אוטומטית,1200.0,בנזין,חדש,פרטית,29000.0,91900.0,ALTO,1727
מיני,2017,2,אוטומטית,1500.0,בנזין,פרטית,פרטית,85000.0,145000.0,COOPER,138
סקודה,2013,3,אוטומטית,1800.0,בנזין,פרטית,פרטית,30000.0,30000.0,OCTAVIA,3181
פולקסווגן,2015,3,טיפטרוניק,1798.0,בנזין,פרטית,פרטית,90000.0,194000.0,PASSAT,785
אאודי,2006,4,טיפטרוניק,2000.0,בנזין,פרטית,פרטית,38000.0,227000.0,A3,40
קיה,2017,3,אוטומטית,1200.0,בנזין,ליסינג,פרטית,39000.0,119000.0,PICANTO,11036
סוזוקי,2008,2,אוטומטית,1600.0,בנזין,פרטית,פרטית,20000.0,184000.0,SX4,2591
סקודה,2018,3,אוטומטית,999.0,בנזין,פרטית,פרטית,68000.0,134000.0,OCTAVIA,5241
סוזוקי,2018,1,אוטומטית,1376.0,בנזין,חדש,פרטית,87000.0,91400.0,CROSSOVER,0
טויוטה,2017,2,אוטומטית,1600.0,בנזין,פרטית,פרטית,83000.0,50000.0,COROLLA,8332
אאודי,2016,2,אוטומטית,1000.0,בנזין,השכרה,פרטית,60000.0,133000.0,A1,720
טויוטה,2016,1,אוטומטית,1600.0,בנזין,חדש,פרטית,82000.0,81900.0,COROLLA,10054
ניסאן,2015,1,אוטומטית,1198.0,בנזין,חדש,ליסינג,32000.0,131000.0,MICRA,4159
לקסוס,2014,3,אוטומטית,2500.0,היברידי,פרטית,פרטית,73000.0,145000.0,LEXUS IS300H,311
סקודה,2017,1,אוטומטית,1400.0,בנזין,חדש,פרטית,65000.0,85000.0,ראפיד ספייסבק,0
סקודה,2017,2,אוטומטית,1200.0,בנזין,פרטית,פרטית,62000.0,130000.0,אוקטביה קומבי,0
אאודי,2009,2,אוטומטית,2000.0,בנזין,פרטית,פרטית,65000.0,85000.0,A5,27
קיה,2018,2,אוטומטית,1600.0,היברידי,פרטית,פרטית,85000.0,110000.0,NIRO PHEV,14
וולוו,2013,2,אוטומטית,2000.0,בנזין,פרטית,פרטית,53000.0,60650.0,S80,0
טויוטה,2019,1,אוטומטית,1800.0,היברידי,חדש,פרטית,98000.0,48000.0,C-HR,1
שברולט,2017,2,אוטומטית,1500.0,בנזין,פרטית,פרטית,70000.0,116500.0,MALIBU,73
שברולט,2019,2,אוטומטית,1400.0,בנזין,פרטית,פרטית,60000.0,55000.0,SPARK,3142
סיטרואן,2014,2,רובוטית,1500.0,דיזל,ליסינג,פרטית,20000.0,191000.0,C3,126
ב.מ.וו,2013,4,אוטומטית,1600.0,בנזין,פרטית,פרטית,60000.0,170000.0,316I,155
אופל,2012,3,אוטומטית,1400.0,בנזין,פרטית,פרטית,25000.0,255000.0,CORSA,882
סובארו,2015,2,אוטומטית,1600.0,בנזין,ליסינג,פרטית,29000.0,175000.0,IMPREZA,1715
פולקסווגן,2017,2,אוטומטית,1400.0,בנזין,פרטית,פרטית,84000.0,59000.0,GOLF,2222
סובארו,1990,9,ידנית,1600.0,בנזין,פרטית,פרטית,40000.0,160000.0,LEON,0
יונדאי,2009,3,אוטומטית,1600.0,בנזין,פרטית,פרטית,21900.0,198500.0,I30,6389
פיג'ו,2017,2,ידנית,1600.0,דיזל,פרטית,פרטית,35000.0,153000.0,208,1527
מיצובישי,2020,2,אוטומטית,2000.0,בנזין,ליסינג,פרטית,85000.0,76000.0,ECLIPSE CROSS,1415
קיה,2020,1,אוטומטית,1248.0,בנזין,חדש,פרטית,89000.0,13500.0,PICANTO,7479
מאזדה,2009,3,אוטומטית,2000.0,בנזין,פרטית,פרטית,21000.0,190000.0,MAZDA 5,1376
לקסוס,2008,5,אוטומטית,2500.0,בנזין,פרטית,פרטית,38000.0,190000.0,LEXUS IS250,0
שברולט,2013,3,אוטומטית,1600.0,בנזין,פרטית,פרטית,25000.0,120000.0,SONIC,2
יונדאי,2016,1,אוטומטית,2000.0,היברידי,חדש,פרטית,93000.0,153000.0,SONATA,0
קיה,2021,1,אוטומטית,1200.0,בנזין,חדש,פרטית,79000.0,45000.0,PICANTO,11337
אאודי,2010,5,אוטומטית,1800.0,בנזין,פרטית,פרטית,42000.0,159000.0,A3,21
פיג'ו,2007,5,אוטומטית,2000.0,בנזין,פרטית,פרטית,27000.0,170000.0,307CC,0
מיצובישי,2015,2,אוטומטית,1200.0,בנזין,פרטית,פרטית,36000.0,100000.0,SPACE STAR,2357
וולוו,2018,1,אוטומטית,1500.0,בנזין,חדש,פרטית,95000.0,35000.0,V40,0
סובארו,2016,2,אוטומטית,2500.0,בנזין,פרטית,פרטית,65000.0,119000.0,OUTBACK,303
טויוטה,2014,3,אוטומטית,1600.0,בנזין,ליסינג,פרטית,53000.0,173000.0,COROLLA,12436
פולקסווגן,2010,4,אוטומטית,1200.0,בנזין,פרטית,פרטית,24000.0,197593.0,POLO,1578
סקודה,2010,2,אוטומטית,1197.0,בנזין,פרטית,פרטית,24000.0,108000.0,OCTAVIA,1786
הונדה,2013,2,אוטומטית,1339.0,היברידי,פרטית,פרטית,41500.0,133000.0,JAZZ,259
סוזוקי,2017,1,אוטומטית,1242.0,בנזין,חדש,פרטית,62000.0,80000.0,IGNIS,2140
סקודה,2015,1,אוטומטית,1600.0,דיזל,חדש,פרטית,40000.0,220000.0,OCTAVIA,6685
שברולט,2017,2,אוטומטית,1400.0,בנזין,פרטית,פרטית,53000.0,92000.0,CRUZE,857
שברולט,2014,3,אוטומטית,1400.0,בנזין,פרטית,פרטית,40000.0,130000.0,TRAX,2075
טויוטה,2015,3,אוטומטית,1800.0,היברידי,פרטית,פרטית,95000.0,155000.0,PRIUS,0
קיה,2016,3,אוטומטית,1250.0,בנזין,פרטית,פרטית,29900.0,118000.0,PICANTO,12410
ב.מ.וו,1999,3,ידנית,2000.0,בנזין,פרטית,פרטית,35000.0,95000.0,סדרה 3,0
מאזדה,2009,6,אוטומטית,2000.0,בנזין,פרטית,פרטית,25500.0,180000.0,MAZDA 6,1974
אופל,2018,2,אוטומטית,1400.0,בנזין,פרטית,פרטית,60000.0,80000.0,ASTRA,528
סקודה,2015,3,אוטומטית,1395.0,בנזין,פרטית,פרטית,38000.0,162000.0,RAPID,2374
מיצובישי,2018,2,אוטומטית,2000.0,בנזין,פרטית,פרטית,80000.0,71000.0,ASX,2889
דייהטסו,2008,3,אוטומטית,1500.0,בנזין,פרטית,פרטית,35000.0,148000.0,TERIOS,1869
ב.מ.וו,2017,2,אוטומטית,1500.0,בנזין,פרטית,פרטית,95000.0,116500.0,סדרה 1,0
יונדאי,2017,3,רובוטית,1600.0,בנזין,פרטית,פרטית,58000.0,85000.0,I30,297
מיני,2014,3,אוטומטית,1500.0,בנזין,פרטית,פרטית,65000.0,82000.0,COOPER,0
הונדה,2009,2,אוטומטית,3471.0,בנזין,פרטית,פרטית,45000.0,200000.0,ODYSSEY,0
יונדאי,2016,1,אוטומטית,1000.0,בנזין,חדש,פרטית,42000.0,82000.0,I10,5355
סקודה,2012,2,רובוטית,1200.0,בנזין,פרטית,פרטית,28000.0,191000.0,YETI,1493
קיה,2015,3,אוטומטית,1248.0,בנזין,פרטית,פרטית,38000.0,99000.0,PICANTO,11640
מאזדה,2017,2,אוטומטית,2000.0,בנזין,ליסינג,פרטית,70000.0,115000.0,MAZDA 5,0
ניסאן,2017,2,אוטומטית,1200.0,בנזין,פרטית,פרטית,72000.0,125000.0,MICRA,3821
הונדה,2007,2,אוטומטית,1800.0,בנזין,פרטית,פרטית,20500.0,227000.0,CIVIC,3354
לקסוס,2010,3,אוטומטית,2500.0,בנזין,פרטית,פרטית,65000.0,180000.0,LEXUS IS250,46
קיה,2011,3,אוטומטית,1399.0,בנזין,פרטית,פרטית,19000.0,165000.0,RIO,2831
הונדה,2017,1,אוטומטית,1318.0,בנזין,חדש,פרטית,69500.0,42000.0,JAZZ,3048
קיה,2008,2,אוטומטית,2700.0,בנזין,פרטית,פרטית,20000.0,194000.0,CARNIVAL,339
מיני,2011,3,אוטומטית,1598.0,בנזין,פרטית,פרטית,48000.0,130000.0,COOPER,0
סקודה,2014,5,אוטומטית,2000.0,בנזין,פרטית,חברה,88000.0,185000.0,OCTAVIA RS,0
סוזוקי,2016,2,רובוטית,998.0,בנזין,פרטית,פרטית,32000.0,112000.0,CELERIO,1182
הונדה,2010,4,אוטומטית,1800.0,בנזין,פרטית,פרטית,26500.0,212000.0,CIVIC,4224
סוזוקי,2018,2,אוטומטית,1400.0,בנזין,פרטית,פרטית,57000.0,144548.0,SX4 CROSSOVER,4181
סיטרואן,2019,1,ידנית,1600.0,דיזל,חדש,פרטית,92000.0,105000.0,AX,0
מיצובישי,2017,2,אוטומטית,1193.0,בנזין,פרטית,פרטית,48000.0,75000.0,SPACE STAR,1746
מאזדה,2009,3,אוטומטית,1600.0,בנזין,פרטית,פרטית,19000.0,212000.0,MAZDA 3,14461
דייהטסו,2011,2,אוטומטית,1300.0,בנזין,פרטית,פרטית,23000.0,167000.0,SIRION,1533
פולקסווגן,2011,4,אוטומטית,1800.0,בנזין,פרטית,פרטית,35000.0,139000.0,PASSAT CC,113
פולקסווגן,2016,1,אוטומטית,1200.0,בנזין,חדש,פרטית,45000.0,170000.0,JETTA,1304
סיטרואן,2012,3,רובוטית,1600.0,בנזין,פרטית,פרטית,18800.0,105000.0,C4,653
פורד,2013,3,ידנית,1250.0,בנזין,פרטית,פרטית,22000.0,76000.0,FIESTA,1071
קרייזלר,2009,3,אוטומטית,3300.0,בנזין,פרטית,פרטית,38000.0,88000.0,VOYAGER,0
מרצדס,2009,2,אוטומטית,3500.0,בנזין,פרטית,פרטית,95000.0,210000.0,S550,0
פולקסווגן,2010,4,אוטומטית,1200.0,בנזין,פרטית,פרטית,28500.0,195100.0,POLO,1578
מרצדס,2013,3,טיפטרוניק,3000.0,טורבו דיזל,פרטית,פרטית,90000.0,330000.0,V CLASS,0
פיג'ו,2012,3,אוטומטית,1600.0,בנזין,פרטית,פרטית,23000.0,66000.0,208,120
סוזוקי,2012,3,אוטומטית,1600.0,בנזין,פרטית,פרטית,25000.0,170000.0,SX4,2446
הונדה,2007,4,אוטומטית,3500.0,בנזין,פרטית,פרטית,45000.0,270000.0,LEGEND,30
טויוטה,2017,1,אוטומטית,1500.0,בנזין,חדש,פרטית,68000.0,75000.0,YARIS,3353
וולוו,2008,4,אוטומטית,2400.0,בנזין,פרטית,פרטית,20000.0,148600.0,C30,0
סוזוקי,2018,2,אוטומטית,1000.0,בנזין,פרטית,פרטית,34900.0,97000.0,CELERIO,854
מיצובישי,2010,1,אוטומטית,2000.0,בנזין,חדש,פרטית,42000.0,124700.0,OUTLANDER,652
טויוטה,2016,2,אוטומטית,1600.0,בנזין,ליסינג,פרטית,65000.0,126000.0,COROLLA,10054
סובארו,2010,3,אוטומטית,2000.0,בנזין,פרטית,פרטית,39500.0,150000.0,B4,1193
אופל,2011,3,אוטומטית,2000.0,בנזין,ליסינג,פרטית,28000.0,129600.0,INSIGNIA,340
אאודי,2011,3,אוטומטית,1400.0,בנזין,פרטית,פרטית,48000.0,150000.0,A1,282
טויוטה,2015,2,אוטומטית,1598.0,בנזין,פרטית,פרטית,50000.0,290000.0,COROLLA,11110
סקודה,2014,2,אוטומטית,1400.0,בנזין,פרטית,פרטית,30000.0,187000.0,RAPID,2161
סקודה,2012,4,אוטומטית,1800.0,בנזין,פרטית,פרטית,19999.0,148900.0,SUPERB,856
יונדאי,2018,2,אוטומטית,1600.0,בנזין,פרטית,פרטית,75000.0,122000.0,IONIQ HYBRID,9556
פולקסווגן,2016,1,טיפטרוניק,1395.0,בנזין,חדש,פרטית,47000.0,36000.0,CADDY COMBI,0
מיצובישי,2015,1,אוטומטית,1200.0,בנזין,חדש,פרטית,36900.0,95000.0,SPACE STAR,2357
סקודה,2018,2,אוטומטית,999.0,בנזין,פרטית,פרטית,65000.0,143000.0,OCTAVIA,5241
פולקסווגן,2013,2,אוטומטית,1200.0,בנזין,פרטית,פרטית,40000.0,110000.0,POLO,1395
סקודה,2013,1,אוטומטית,1400.0,בנזין,חדש,פרטית,50000.0,168000.0,OCTAVIA,3181
רנו,2012,2,אוטומטית,1500.0,דיזל,פרטית,פרטית,23000.0,230000.0,FLUENCE,2096
קיה,2019,1,אוטומטית,1300.0,בנזין,חדש,פרטית,68000.0,45780.0,PICANTO,7692
סקודה,2014,2,ידנית,1400.0,בנזין,פרטית,פרטית,33000.0,75000.0,FABIA,748
סוזוקי,2009,4,אוטומטית,1600.0,בנזין,פרטית,פרטית,22900.0,155000.0,SX4,2069
סקודה,2014,3,אוטומטית,1197.0,בנזין,פרטית,פרטית,29000.0,23000.0,ROOMSTER,623
פולקסווגן,2010,3,אוטומטית,1200.0,בנזין,פרטית,פרטית,27000.0,163000.0,POLO,1578
סובארו,2017,1,אוטומטית,1600.0,בנזין,חדש,פרטית,59900.0,80000.0,XV,3818
ב.מ.וו,2006,6,אוטומטית,2500.0,בנזין,פרטית,פרטית,35000.0,280000.0,סדרה 5,0
אופל,2016,1,אוטומטית,1800.0,בנזין,חדש,פרטית,61000.0,105400.0,MOKKA,814
שברולט,2010,2,אוטומטית,3500.0,בנזין,פרטית,פרטית,24000.0,190000.0,MALIBU,19
אופל,2019,1,רובוטית,1400.0,בנזין,חדש,פרטית,65000.0,17500.0,ADAM,263
קיה,2012,3,אוטומטית,2900.0,דיזל,פרטית,פרטית,35000.0,144000.0,CARNIVAL,37
מיני,2016,1,אוטומטית,1200.0,בנזין,חדש,פרטית,77000.0,87000.0,ONE,143
רנו,2012,2,אוטומטית,1500.0,חשמלי,פרטית,פרטית,27000.0,42300.0,FLUENCE,2096
אאודי,2014,2,אוטומטית,1500.0,בנזין,פרטית,פרטית,79000.0,80000.0,Q3,344
הונדה,2011,3,אוטומטית,1800.0,בנזין,פרטית,פרטית,29000.0,227000.0,CIVIC,2656
שברולט,2018,1,אוטומטית,1400.0,בנזין,חדש,פרטית,59000.0,66000.0,SPARK,2828
יונדאי,2017,1,אוטומטית,1600.0,בנזין,חדש,פרטית,70000.0,12000.0,ELANTRA,3073
דייהטסו,2010,2,אוטומטית,1300.0,בנזין,ליסינג,פרטית,18500.0,210000.0,SIRION,3247
אלפא רומיאו,2011,3,רובוטית,1400.0,בנזין,פרטית,פרטית,25000.0,156000.0,ALFA MITO,140
שברולט,2017,2,אוטומטית,1500.0,בנזין,פרטית,פרטית,68000.0,95000.0,MALIBU,73
יונדאי,2013,6,אוטומטית,1600.0,בנזין,פרטית,פרטית,55000.0,35000.0,VELOSTER,477
מיצובישי,2016,2,אוטומטית,2000.0,בנזין,פרטית,פרטית,87000.0,119000.0,OUTLANDER,9644
קיה,2015,1,אוטומטית,1248.0,בנזין,חדש,פרטית,44000.0,100000.0,PICANTO,11640
פולקסווגן,2013,3,אוטומטית,1400.0,בנזין,פרטית,פרטית,37000.0,159000.0,GOLF,2034
שברולט,2021,1,אוטומטית,1398.0,בנזין,חדש,פרטית,81000.0,19500.0,SPARK,4613
סוזוקי,2011,2,אוטומטית,1600.0,בנזין,פרטית,פרטית,23000.0,215000.0,SX4,2771
סיטרואן,2016,2,רובוטית,1500.0,דיזל,ליסינג,פרטית,23000.0,210000.0,C3,7
סקודה,2013,2,אוטומטית,1800.0,בנזין,פרטית,פרטית,42000.0,159000.0,SUPERB,828
יונדאי,2019,1,אוטומטית,1250.0,בנזין,חדש,פרטית,68000.0,44000.0,I10,8070
סקודה,2014,2,אוטומטית,1800.0,בנזין,פרטית,פרטית,45000.0,150000.0,OCTAVIA,5586
רנו,2015,2,אוטומטית,1200.0,בנזין,פרטית,פרטית,39000.0,114000.0,CAPTUR,857
אלפא רומיאו,2015,3,אוטומטית,1800.0,בנזין,פרטית,פרטית,70000.0,147000.0,ALFA GIULIETTA,332
קיה,2017,2,אוטומטית,1600.0,היברידי,פרטית,פרטית,85000.0,106000.0,NIRO EV,0
אופל,2016,2,אוטומטית,1400.0,דיזל,השכרה,פרטית,20000.0,231000.0,ASTRA,837
אופל,2015,2,אוטומטית,1400.0,בנזין,פרטית,פרטית,21000.0,260000.0,ASTRA,186
קיה,2021,1,אוטומטית,1200.0,בנזין,חדש,פרטית,69000.0,42000.0,PICANTO,11337
שברולט,2020,1,אוטומטית,1400.0,בנזין,חדש,פרטית,62000.0,38000.0,SPARK,4236
סקודה,2018,1,אוטומטית,1600.0,בנזין,חדש,פרטית,45000.0,40000.0,OCTAVIA,5241
טויוטה,2015,1,אוטומטית,1600.0,בנזין,חדש,פרטית,76000.0,43000.0,COROLLA,11110
אאודי,2012,5,אוטומטית,1800.0,בנזין,פרטית,פרטית,50000.0,107000.0,A3,60
קיה,2019,1,אוטומטית,1280.0,בנזין,חדש,פרטית,64000.0,45800.0,PICANTO,7692
קיה,2019,1,אוטומטית,1200.0,בנזין,חדש,פרטית,64000.0,60000.0,PICANTO,7692
פולקסווגן,2017,4,אוטומטית,1395.0,בנזין,פרטית,פרטית,80000.0,143000.0,GOLF,2222
שברולט,2017,3,אוטומטית,1600.0,בנזין,פרטית,פרטית,75000.0,62000.0,MALIBU,73
דייהטסו,2008,1,אוטומטית,1500.0,בנזין,חדש,אחר,26000.0,190000.0,CHARMANT,0
ניסאן,2018,3,אוטומטית,1200.0,בנזין,פרטית,פרטית,85000.0,30000.0,ALTIMA,58
מרצדס,2009,5,אוטומטית,3000.0,בנזין,פרטית,פרטית,55000.0,190000.0,E CLASS,0
קיה,2014,3,אוטומטית,1591.0,בנזין,פרטית,פרטית,39000.0,162000.0,FORTE,3045
פורד,2012,2,רובוטית,2000.0,בנזין,פרטית,פרטית,28000.0,260000.0,GALAXY,184
פולקסווגן,2012,3,ידנית,1400.0,בנזין,פרטית,פרטית,25000.0,255000.0,POLO,1952
שברולט,2018,1,אוטומטית,1390.0,בנזין,חדש,פרטית,85000.0,14000.0,TRAX,683
יונדאי,2017,2,אוטומטית,1600.0,בנזין,פרטית,פרטית,74000.0,120000.0,IONIQ HYBRID,6395
יונדאי,2016,2,אוטומטית,1600.0,בנזין,השכרה,פרטית,48000.0,125000.0,ELANTRA,3766
סיטרואן,2019,1,אוטומטית,1200.0,בנזין,חדש,פרטית,69000.0,47000.0,C3,1357
סיטרואן,2017,2,אוטומטית,1000.0,בנזין,פרטית,פרטית,37000.0,55000.0,C1,669
ניסאן,2017,1,אוטומטית,1200.0,בנזין,חדש,פרטית,62000.0,90000.0,PRIMERA,0
אאודי,2016,3,אוטומטית,1800.0,בנזין,פרטית,פרטית,86500.0,118000.0,A3,814
הונדה,2011,5,אוטומטית,1339.0,היברידי,פרטית,פרטית,23000.0,367000.0,CIVIC,2656
מרצדס,2005,8,אוטומטית,3500.0,בנזין,פרטית,פרטית,80000.0,251000.0,SLK,0
הונדה,2013,5,אוטומטית,1800.0,בנזין,פרטית,פרטית,34500.0,160000.0,CIVIC,3109
פיג'ו,2014,1,אוטומטית,1600.0,בנזין,חדש,פרטית,22000.0,150000.0,508,140
יונדאי,2016,2,אוטומטית,1400.0,בנזין,פרטית,פרטית,39000.0,180000.0,I25,5518
ב.מ.וו,2012,3,אוטומטית,1500.0,בנזין,פרטית,פרטית,40000.0,200000.0,סדרה 1,0
קרייזלר,2010,2,אוטומטית,3800.0,בנזין,פרטית,פרטית,45000.0,172000.0,VOYAGER,0
ניסאן,2018,2,אוטומטית,1600.0,בנזין,פרטית,פרטית,73000.0,85000.0,JUKE,622
פולקסווגן,2013,3,אוטומטית,1200.0,בנזין,פרטית,פרטית,35000.0,136000.0,POLO,1395
רנו,2013,1,ידנית,900.0,בנזין,חדש,פרטית,30000.0,70000.0,CLIO,631
ב.מ.וו,2010,2,אוטומטית,1500.0,בנזין,פרטית,פרטית,70000.0,181000.0,M1,0
פולקסווגן,2011,7,אוטומטית,2000.0,בנזין,פרטית,פרטית,73500.0,128000.0,GOLF GTI,0
סקודה,2014,1,אוטומטית,1800.0,בנזין,חדש,פרטית,50000.0,279733.0,SUPERB,842
מיצובישי,2018,1,אוטומטית,1400.0,בנזין,חדש,פרטית,42500.0,95000.0,SPACE STAR,1100
טויוטה,2017,1,אוטומטית,1459.0,בנזין,חדש,פרטית,77000.0,57000.0,YARIS,3353
יונדאי,2018,2,אוטומטית,1600.0,בנזין,ליסינג,פרטית,90000.0,60000.0,IONIQ HYBRID,9556
יונדאי,2012,3,אוטומטית,1400.0,בנזין,השכרה,פרטית,28000.0,191000.0,I25,4631
שברולט,2018,2,אוטומטית,1400.0,בנזין,פרטית,פרטית,54900.0,29400.0,SPARK,2828
אאודי,2013,2,אוטומטית,1300.0,דיזל,פרטית,פרטית,45645.0,147500.0,R8,1
הונדה,2015,1,אוטומטית,1300.0,בנזין,חדש,פרטית,64000.0,60000.0,JAZZ,440
פולקסווגן,2014,2,ידנית,1200.0,בנזין,פרטית,פרטית,35000.0,120000.0,POLO,1230
טויוטה,2018,1,אוטומטית,1600.0,בנזין,חדש,פרטית,92000.0,110000.0,COROLLA,5459
הונדה,2008,4,אוטומטית,1800.0,בנזין,פרטית,פרטית,20000.0,200500.0,CIVIC,5497
סוזוקי,2014,3,אוטומטית,1800.0,בנזין,פרטית,פרטית,40500.0,138450.0,SX4 CROSSOVER,5012
יונדאי,2017,2,אוטומטית,1368.0,בנזין,פרטית,פרטית,64000.0,105000.0,I20,3013
סקודה,2017,3,אוטומטית,1968.0,דיזל,פרטית,פרטית,70000.0,111500.0,OCTAVIA,4685
אאודי,2009,2,טיפטרוניק,1800.0,בנזין,פרטית,פרטית,25000.0,200000.0,A4,167
אופל,2014,2,אוטומטית,1400.0,בנזין,השכרה,פרטית,23900.0,162000.0,ASTRA,272
אאודי,2016,3,אוטומטית,1800.0,בנזין,פרטית,פרטית,90000.0,118000.0,A3,814
מיצובישי,2008,3,אוטומטית,2000.0,בנזין,פרטית,פרטית,32000.0,178500.0,OUTLANDER,556
הונדה,2014,2,ידנית,1800.0,בנזין,פרטית,פרטית,40000.0,190000.0,CIVIC,2802
סוזוקי,2009,1,אוטומטית,1500.0,בנזין,חדש,פרטית,27500.0,151000.0,SWIFT,1580
קיה,2015,1,אוטומטית,1248.0,בנזין,חדש,פרטית,40000.0,87000.0,PICANTO,11640
יונדאי,2017,1,אוטומטית,1591.0,בנזין,חדש,פרטית,78000.0,73000.0,ELANTRA,3073
סקודה,2011,2,אוטומטית,1197.0,בנזין,פרטית,פרטית,26000.0,139000.0,OCTAVIA,2360
הונדה,2009,2,אוטומטית,1800.0,בנזין,פרטית,פרטית,27000.0,240000.0,CIVIC,3444
סקודה,2010,6,אוטומטית,1800.0,בנזין,פרטית,פרטית,22000.0,174000.0,OCTAVIA,1786
אופל,2013,2,אוטומטית,1400.0,בנזין,ליסינג,פרטית,22000.0,145000.0,ASTRA,527
פולקסווגן,2011,3,אוטומטית,1197.0,בנזין,פרטית,פרטית,36000.0,108000.0,POLO,2021
סוזוקי,2010,3,אוטומטית,1600.0,בנזין,פרטית,פרטית,20000.0,265900.0,SX4,3237
סקודה,2010,1,ידנית,1400.0,בנזין,חדש,חברה,29000.0,160000.0,OCTAVIA,1786
סקודה,2016,2,אוטומטית,1200.0,בנזין,פרטית,פרטית,55000.0,100000.0,OCTAVIA,8085
קיה,2019,2,אוטומטית,1000.0,בנזין,פרטית,פרטית,90000.0,45000.0,STONIC,4435
הונדה,2008,5,אוטומטית,2400.0,בנזין,פרטית,פרטית,24000.0,220000.0,ACCORD,1826
טויוטה,2015,3,אוטומטית,1800.0,היברידי,פרטית,פרטית,73000.0,153000.0,PRIUS,0
ב.מ.וו,2016,2,אוטומטית,2000.0,בנזין,פרטית,פרטית,80000.0,122000.0,סדרה 3,0
אופל,2016,2,אוטומטית,1300.0,בנזין,ליסינג,פרטית,32000.0,115744.0,ASTRA,837
הונדה,2009,4,אוטומטית,2400.0,גז,פרטית,פרטית,39000.0,108000.0,ACCORD,969
פולקסווגן,2017,2,אוטומטית,1400.0,בנזין,פרטית,פרטית,77000.0,114000.0,GOLF,2222
הונדה,2017,2,אוטומטית,1798.0,בנזין,פרטית,פרטית,54900.0,122000.0,סיוויק סטיישן,0
טויוטה,2016,2,אוטומטית,1800.0,היברידי,ליסינג,פרטית,68500.0,179000.0,PRIUS,1064
אופל,2015,1,טיפטרוניק,2000.0,בנזין,חדש,פרטית,40000.0,95000.0,INSIGNIA,186
ניסאן,2018,2,אוטומטית,1200.0,בנזין,פרטית,ליסינג,33500.0,134000.0,MICRA,4933
יונדאי,2019,1,אוטומטית,1000.0,בנזין,חדש,פרטית,82000.0,12000.0,I20,5301
קרייזלר,2007,4,אוטומטית,3600.0,בנזין,פרטית,פרטית,58000.0,240000.0,300C,14
פולקסווגן,2012,2,אוטומטית,1400.0,בנזין,פרטית,פרטית,29000.0,225000.0,JETTA,1673
סקודה,2017,2,אוטומטית,1200.0,בנזין,פרטית,פרטית,59000.0,150000.0,RAPID,4255
שברולט,2014,1,אוטומטית,3600.0,בנזין,חדש,פרטית,78000.0,156000.0,IMPALA,85
קיה,2015,2,אוטומטית,1600.0,בנזין,פרטית,פרטית,74000.0,62000.0,SEPHIA,0
